"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Fluchtunfälle","insgesamt",2013,"201307",1138,1045,7.87,8.9,937
"Fluchtunfälle","insgesamt",2013,"201308",791,887,-30.49,-10.82,929
"Fluchtunfälle","insgesamt",2013,"201309",1000,921,26.42,8.58,936
"Fluchtunfälle","insgesamt",2013,"201310",1074,1090,7.4,-1.47,934
"Fluchtunfälle","insgesamt",2013,"201311",939,984,-12.57,-4.57,931
"Fluchtunfälle","insgesamt",2013,"201312",828,810,-11.82,2.22,932
"Fluchtunfälle","insgesamt",2012,"201201",713,726,-14.3,-1.79,854
"Fluchtunfälle","insgesamt",2012,"201202",714,760,0.14,-6.05,850
"Fluchtunfälle","insgesamt",2012,"201203",946,883,32.49,7.13,855
"Fluchtunfälle","insgesamt",2012,"201204",919,835,-2.85,10.06,862
"Fluchtunfälle","insgesamt",2012,"201205",1035,1034,12.62,0.1,862
"Fluchtunfälle","insgesamt",2012,"201206",1041,783,0.58,32.95,884
"Fluchtunfälle","insgesamt",2012,"201207",1045,951,0.38,9.88,892
"Fluchtunfälle","insgesamt",2012,"201208",887,790,-15.12,12.28,900
"Fluchtunfälle","insgesamt",2012,"201209",921,906,3.83,1.66,901
"Fluchtunfälle","insgesamt",2012,"201210",1090,916,18.35,19,915
"Fluchtunfälle","insgesamt",2012,"201211",984,842,-9.72,16.86,927
"Fluchtunfälle","insgesamt",2012,"201212",810,832,-17.68,-2.64,925
"Fluchtunfälle","insgesamt",2011,"201101",726,613,-15.68,18.43,834
"Fluchtunfälle","insgesamt",2011,"201102",760,683,4.68,11.27,841
"Fluchtunfälle","insgesamt",2011,"201103",883,829,16.18,6.51,845
"Fluchtunfälle","insgesamt",2011,"201104",835,938,-5.44,-10.98,837
"Fluchtunfälle","insgesamt",2011,"201105",1034,743,23.83,39.17,861
"Fluchtunfälle","insgesamt",2011,"201106",783,814,-24.27,-3.81,858
"Fluchtunfälle","insgesamt",2011,"201107",951,932,21.46,2.04,860
"Fluchtunfälle","insgesamt",2011,"201108",790,794,-16.93,-0.5,860
"Fluchtunfälle","insgesamt",2011,"201109",906,955,14.68,-5.13,856
"Fluchtunfälle","insgesamt",2011,"201110",916,910,1.1,0.66,856
"Fluchtunfälle","insgesamt",2011,"201111",842,827,-8.08,1.81,857
"Fluchtunfälle","insgesamt",2011,"201112",832,861,-1.19,-3.37,855
"Fluchtunfälle","insgesamt",2010,"201001",613,512,-17.94,19.73,781
"Fluchtunfälle","insgesamt",2010,"201002",683,802,11.42,-14.84,771
"Fluchtunfälle","insgesamt",2010,"201003",829,607,21.38,36.57,789
"Fluchtunfälle","insgesamt",2010,"201004",938,776,13.15,20.88,803
"Fluchtunfälle","insgesamt",2010,"201005",743,768,-20.79,-3.26,801
"Fluchtunfälle","insgesamt",2010,"201006",814,678,9.56,20.06,812
"Fluchtunfälle","insgesamt",2010,"201007",932,991,14.5,-5.95,807
"Fluchtunfälle","insgesamt",2010,"201008",794,752,-14.81,5.59,811
"Fluchtunfälle","insgesamt",2010,"201009",955,846,20.28,12.88,820
"Fluchtunfälle","insgesamt",2010,"201010",910,953,-4.71,-4.51,816
"Fluchtunfälle","insgesamt",2010,"201011",827,835,-9.12,-0.96,815
"Fluchtunfälle","insgesamt",2010,"201012",861,747,4.11,15.26,825
"Fluchtunfälle","insgesamt",2009,"200901",512,727,-22.07,-29.57,761
"Fluchtunfälle","insgesamt",2009,"200902",802,793,56.64,1.13,762
"Fluchtunfälle","insgesamt",2009,"200903",607,763,-24.31,-20.45,749
"Fluchtunfälle","insgesamt",2009,"200904",776,837,27.84,-7.29,744
"Fluchtunfälle","insgesamt",2009,"200905",768,871,-1.03,-11.83,735
"Fluchtunfälle","insgesamt",2009,"200906",678,859,-11.72,-21.07,720
"Fluchtunfälle","insgesamt",2009,"200907",991,832,46.17,19.11,733
"Fluchtunfälle","insgesamt",2009,"200908",752,760,-24.12,-1.05,732
"Fluchtunfälle","insgesamt",2009,"200909",846,747,12.5,13.25,741
"Fluchtunfälle","insgesamt",2009,"200910",953,874,12.65,9.04,747
"Fluchtunfälle","insgesamt",2009,"200911",835,625,-12.38,33.6,765
"Fluchtunfälle","insgesamt",2009,"200912",747,657,-10.54,13.7,772
"Fluchtunfälle","insgesamt",2008,"200801",727,699,5.36,4.01,763
"Fluchtunfälle","insgesamt",2008,"200802",793,612,9.08,29.58,778
"Fluchtunfälle","insgesamt",2008,"200803",763,411,-3.78,85.64,807
"Fluchtunfälle","insgesamt",2008,"200804",837,821,9.7,1.95,809
"Fluchtunfälle","insgesamt",2008,"200805",871,858,4.06,1.52,810
"Fluchtunfälle","insgesamt",2008,"200806",859,804,-1.38,6.84,814
"Fluchtunfälle","insgesamt",2008,"200807",832,935,-3.14,-11.02,806
"Fluchtunfälle","insgesamt",2008,"200808",760,759,-8.65,0.13,806
"Fluchtunfälle","insgesamt",2008,"200809",747,797,-1.71,-6.27,802
"Fluchtunfälle","insgesamt",2008,"200810",874,873,17,0.11,802
"Fluchtunfälle","insgesamt",2008,"200811",625,868,-28.49,-28,782
"Fluchtunfälle","insgesamt",2008,"200812",657,690,5.12,-4.78,779
"Fluchtunfälle","insgesamt",2007,"200701",699,708,-19.1,-1.27,718
"Fluchtunfälle","insgesamt",2007,"200702",612,698,-12.45,-12.32,711
"Fluchtunfälle","insgesamt",2007,"200703",411,1138,-32.84,-63.88,651
"Fluchtunfälle","insgesamt",2007,"200704",821,750,99.76,9.47,657
"Fluchtunfälle","insgesamt",2007,"200705",858,476,4.51,80.25,688
"Fluchtunfälle","insgesamt",2007,"200706",804,565,-6.29,42.3,708
"Fluchtunfälle","insgesamt",2007,"200707",935,845,16.29,10.65,716
"Fluchtunfälle","insgesamt",2007,"200708",759,774,-18.82,-1.94,715
"Fluchtunfälle","insgesamt",2007,"200709",797,718,5.01,11,721
"Fluchtunfälle","insgesamt",2007,"200710",873,599,9.54,45.74,744
"Fluchtunfälle","insgesamt",2007,"200711",868,494,-0.57,75.71,775
"Fluchtunfälle","insgesamt",2007,"200712",690,864,-20.51,-20.14,761
"Fluchtunfälle","insgesamt",2006,"200601",708,749,-13.34,-5.47,916
"Fluchtunfälle","insgesamt",2006,"200602",698,961,-1.41,-27.37,894
"Fluchtunfälle","insgesamt",2006,"200603",1138,1115,63.04,2.06,896
"Fluchtunfälle","insgesamt",2006,"200604",750,937,-34.09,-19.96,881
"Fluchtunfälle","insgesamt",2006,"200605",476,902,-36.53,-47.23,845
"Fluchtunfälle","insgesamt",2006,"200606",565,901,18.7,-37.29,817
"Fluchtunfälle","insgesamt",2006,"200607",845,951,49.56,-11.15,808
"Fluchtunfälle","insgesamt",2006,"200608",774,811,-8.4,-4.56,805
"Fluchtunfälle","insgesamt",2006,"200609",718,1086,-7.24,-33.89,775
"Fluchtunfälle","insgesamt",2006,"200610",599,962,-16.57,-37.73,744
"Fluchtunfälle","insgesamt",2006,"200611",494,845,-17.53,-41.54,715
"Fluchtunfälle","insgesamt",2006,"200612",864,817,74.9,5.75,719
"Fluchtunfälle","insgesamt",2005,"200501",749,828,-20.49,-9.54,872
"Fluchtunfälle","insgesamt",2005,"200502",961,723,28.3,32.92,892
"Fluchtunfälle","insgesamt",2005,"200503",1115,817,16.02,36.47,917
"Fluchtunfälle","insgesamt",2005,"200504",937,875,-15.96,7.09,922
"Fluchtunfälle","insgesamt",2005,"200505",902,867,-3.74,4.04,925
"Fluchtunfälle","insgesamt",2005,"200506",901,859,-0.11,4.89,929
"Fluchtunfälle","insgesamt",2005,"200507",951,970,5.55,-1.96,927
"Fluchtunfälle","insgesamt",2005,"200508",811,784,-14.72,3.44,929
"Fluchtunfälle","insgesamt",2005,"200509",1086,957,33.91,13.48,940
"Fluchtunfälle","insgesamt",2005,"200510",962,1022,-11.42,-5.87,935
"Fluchtunfälle","insgesamt",2005,"200511",845,903,-12.16,-6.42,930
"Fluchtunfälle","insgesamt",2005,"200512",817,942,-3.31,-13.27,920
"Fluchtunfälle","insgesamt",2004,"200401",828,747,-3.5,10.84,808
"Fluchtunfälle","insgesamt",2004,"200402",723,572,-12.68,26.4,820
"Fluchtunfälle","insgesamt",2004,"200403",817,854,13,-4.33,817
"Fluchtunfälle","insgesamt",2004,"200404",875,844,7.1,3.67,820
"Fluchtunfälle","insgesamt",2004,"200405",867,763,-0.91,13.63,828
"Fluchtunfälle","insgesamt",2004,"200406",859,855,-0.92,0.47,829
"Fluchtunfälle","insgesamt",2004,"200407",970,562,12.92,72.6,863
"Fluchtunfälle","insgesamt",2004,"200408",784,698,-19.18,12.32,870
"Fluchtunfälle","insgesamt",2004,"200409",957,945,22.07,1.27,871
"Fluchtunfälle","insgesamt",2004,"200410",1022,960,6.79,6.46,876
"Fluchtunfälle","insgesamt",2004,"200411",903,953,-11.64,-5.25,872
"Fluchtunfälle","insgesamt",2004,"200412",942,858,4.32,9.79,879
"Fluchtunfälle","insgesamt",2003,"200301",747,852,5.81,-12.32,879
"Fluchtunfälle","insgesamt",2003,"200302",572,817,-23.43,-29.99,858
"Fluchtunfälle","insgesamt",2003,"200303",854,897,49.3,-4.79,855
"Fluchtunfälle","insgesamt",2003,"200304",844,784,-1.17,7.65,860
"Fluchtunfälle","insgesamt",2003,"200305",763,857,-9.6,-10.97,852
"Fluchtunfälle","insgesamt",2003,"200306",855,987,12.06,-13.37,841
"Fluchtunfälle","insgesamt",2003,"200307",562,1026,-34.27,-45.22,802
"Fluchtunfälle","insgesamt",2003,"200308",698,785,24.2,-11.08,795
"Fluchtunfälle","insgesamt",2003,"200309",945,1039,35.39,-9.05,787
"Fluchtunfälle","insgesamt",2003,"200310",960,1019,1.59,-5.79,782
"Fluchtunfälle","insgesamt",2003,"200311",953,882,-0.73,8.05,788
"Fluchtunfälle","insgesamt",2003,"200312",858,706,-9.97,21.53,801
"Fluchtunfälle","insgesamt",2002,"200201",852,871,-9.46,-2.18,948
"Fluchtunfälle","insgesamt",2002,"200202",817,820,-4.11,-0.37,948
"Fluchtunfälle","insgesamt",2002,"200203",897,962,9.79,-6.76,942
"Fluchtunfälle","insgesamt",2002,"200204",784,897,-12.6,-12.6,933
"Fluchtunfälle","insgesamt",2002,"200205",857,1081,9.31,-20.72,914
"Fluchtunfälle","insgesamt",2002,"200206",987,905,15.17,9.06,921
"Fluchtunfälle","insgesamt",2002,"200207",1026,1047,3.95,-2.01,919
"Fluchtunfälle","insgesamt",2002,"200208",785,814,-23.49,-3.56,917
"Fluchtunfälle","insgesamt",2002,"200209",1039,953,32.36,9.02,924
"Fluchtunfälle","insgesamt",2002,"200210",1019,1104,-1.92,-7.7,917
"Fluchtunfälle","insgesamt",2002,"200211",882,1001,-13.44,-11.89,907
"Fluchtunfälle","insgesamt",2002,"200212",706,941,-19.95,-24.97,888
"Fluchtunfälle","insgesamt",2001,"200101",871,835,-8.32,4.31,959
"Fluchtunfälle","insgesamt",2001,"200102",820,890,-5.86,-7.87,953
"Fluchtunfälle","insgesamt",2001,"200103",962,974,17.32,-1.23,952
"Fluchtunfälle","insgesamt",2001,"200104",897,834,-6.76,7.55,957
"Fluchtunfälle","insgesamt",2001,"200105",1081,1086,20.51,-0.46,957
"Fluchtunfälle","insgesamt",2001,"200106",905,842,-16.28,7.48,962
"Fluchtunfälle","insgesamt",2001,"200107",1047,1102,15.69,-4.99,957
"Fluchtunfälle","insgesamt",2001,"200108",814,881,-22.25,-7.6,952
"Fluchtunfälle","insgesamt",2001,"200109",953,978,17.08,-2.56,950
"Fluchtunfälle","insgesamt",2001,"200110",1104,1078,15.84,2.41,952
"Fluchtunfälle","insgesamt",2001,"200111",1001,1017,-9.33,-1.57,950
"Fluchtunfälle","insgesamt",2001,"200112",941,950,-5.99,-0.95,950
"Fluchtunfälle","insgesamt",2000,"200001",835,,,,835
"Fluchtunfälle","insgesamt",2000,"200002",890,,6.59,,863
"Fluchtunfälle","insgesamt",2000,"200003",974,,9.44,,900
"Fluchtunfälle","insgesamt",2000,"200004",834,,-14.37,,883
"Fluchtunfälle","insgesamt",2000,"200005",1086,,30.22,,924
"Fluchtunfälle","insgesamt",2000,"200006",842,,-22.47,,910
"Fluchtunfälle","insgesamt",2000,"200007",1102,,30.88,,938
"Fluchtunfälle","insgesamt",2000,"200008",881,,-20.05,,931
"Fluchtunfälle","insgesamt",2000,"200009",978,,11.01,,936
"Fluchtunfälle","insgesamt",2000,"200010",1078,,10.22,,950
"Fluchtunfälle","insgesamt",2000,"200011",1017,,-5.66,,956
"Fluchtunfälle","insgesamt",2000,"200012",950,,-6.59,,956
"Fluchtunfälle","Verletzte und Getötete",2023,"202301",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202302",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202303",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202304",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202305",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202306",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202307",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202308",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202309",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202310",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202311",,,,,
"Fluchtunfälle","Verletzte und Getötete",2023,"202312",,,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202201",,8,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202202",,31,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202203",,30,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202204",,40,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202205",,45,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202206",,82,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202207",,77,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202208",,41,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202209",,78,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202210",,52,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202211",,55,,,
"Fluchtunfälle","Verletzte und Getötete",2022,"202212",,17,,,
"Fluchtunfälle","Verletzte und Getötete",2021,"202101",8,28,-75.76,-71.43,37
"Fluchtunfälle","Verletzte und Getötete",2021,"202102",31,34,287.5,-8.82,37
"Fluchtunfälle","Verletzte und Getötete",2021,"202103",30,33,-3.23,-9.09,37
"Fluchtunfälle","Verletzte und Getötete",2021,"202104",40,34,33.33,17.65,37
"Fluchtunfälle","Verletzte und Getötete",2021,"202105",45,34,12.5,32.35,38
"Fluchtunfälle","Verletzte und Getötete",2021,"202106",82,49,82.22,67.35,41
"Fluchtunfälle","Verletzte und Getötete",2021,"202107",77,58,-6.1,32.76,42
"Fluchtunfälle","Verletzte und Getötete",2021,"202108",41,36,-46.75,13.89,43
"Fluchtunfälle","Verletzte und Getötete",2021,"202109",78,49,90.24,59.18,45
"Fluchtunfälle","Verletzte und Getötete",2021,"202110",52,50,-33.33,4,45
"Fluchtunfälle","Verletzte und Getötete",2021,"202111",55,27,5.77,103.7,48
"Fluchtunfälle","Verletzte und Getötete",2021,"202112",17,33,-69.09,-48.48,46
"Fluchtunfälle","Verletzte und Getötete",2020,"202001",28,32,-34.88,-12.5,45
"Fluchtunfälle","Verletzte und Getötete",2020,"202002",34,26,21.43,30.77,45
"Fluchtunfälle","Verletzte und Getötete",2020,"202003",33,44,-2.94,-25,45
"Fluchtunfälle","Verletzte und Getötete",2020,"202004",34,35,3.03,-2.86,44
"Fluchtunfälle","Verletzte und Getötete",2020,"202005",34,41,0,-17.07,44
"Fluchtunfälle","Verletzte und Getötete",2020,"202006",49,61,44.12,-19.67,43
"Fluchtunfälle","Verletzte und Getötete",2020,"202007",58,81,18.37,-28.4,41
"Fluchtunfälle","Verletzte und Getötete",2020,"202008",36,37,-37.93,-2.7,41
"Fluchtunfälle","Verletzte und Getötete",2020,"202009",49,55,36.11,-10.91,40
"Fluchtunfälle","Verletzte und Getötete",2020,"202010",50,45,2.04,11.11,41
"Fluchtunfälle","Verletzte und Getötete",2020,"202011",27,41,-46,-34.15,40
"Fluchtunfälle","Verletzte und Getötete",2020,"202012",33,43,22.22,-23.26,39
"Fluchtunfälle","Verletzte und Getötete",2019,"201901",32,40,-13.51,-20,46
"Fluchtunfälle","Verletzte und Getötete",2019,"201902",26,40,-18.75,-35,44
"Fluchtunfälle","Verletzte und Getötete",2019,"201903",44,35,69.23,25.71,45
"Fluchtunfälle","Verletzte und Getötete",2019,"201904",35,44,-20.45,-20.45,44
"Fluchtunfälle","Verletzte und Getötete",2019,"201905",41,43,17.14,-4.65,44
"Fluchtunfälle","Verletzte und Getötete",2019,"201906",61,49,48.78,24.49,45
"Fluchtunfälle","Verletzte und Getötete",2019,"201907",81,72,32.79,12.5,46
"Fluchtunfälle","Verletzte und Getötete",2019,"201908",37,39,-54.32,-5.13,46
"Fluchtunfälle","Verletzte und Getötete",2019,"201909",55,59,48.65,-6.78,46
"Fluchtunfälle","Verletzte und Getötete",2019,"201910",45,60,-18.18,-25,44
"Fluchtunfälle","Verletzte und Getötete",2019,"201911",41,37,-8.89,10.81,45
"Fluchtunfälle","Verletzte und Getötete",2019,"201912",43,37,4.88,16.22,45
"Fluchtunfälle","Verletzte und Getötete",2018,"201801",40,22,21.21,81.82,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201802",40,41,0,-2.44,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201803",35,36,-12.5,-2.78,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201804",44,36,25.71,22.22,48
"Fluchtunfälle","Verletzte und Getötete",2018,"201805",43,60,-2.27,-28.33,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201806",49,54,13.95,-9.26,46
"Fluchtunfälle","Verletzte und Getötete",2018,"201807",72,65,46.94,10.77,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201808",39,38,-45.83,2.63,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201809",59,59,51.28,0,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201810",60,59,1.69,1.69,47
"Fluchtunfälle","Verletzte und Getötete",2018,"201811",37,48,-38.33,-22.92,46
"Fluchtunfälle","Verletzte und Getötete",2018,"201812",37,33,0,12.12,46
"Fluchtunfälle","Verletzte und Getötete",2017,"201701",22,31,-37.14,-29.03,45
"Fluchtunfälle","Verletzte und Getötete",2017,"201702",41,24,86.36,70.83,46
"Fluchtunfälle","Verletzte und Getötete",2017,"201703",36,41,-12.2,-12.2,46
"Fluchtunfälle","Verletzte und Getötete",2017,"201704",36,42,0,-14.29,45
"Fluchtunfälle","Verletzte und Getötete",2017,"201705",60,44,66.67,36.36,47
"Fluchtunfälle","Verletzte und Getötete",2017,"201706",54,54,-10,0,47
"Fluchtunfälle","Verletzte und Getötete",2017,"201707",65,61,20.37,6.56,47
"Fluchtunfälle","Verletzte und Getötete",2017,"201708",38,70,-41.54,-45.71,44
"Fluchtunfälle","Verletzte und Getötete",2017,"201709",59,70,55.26,-15.71,44
"Fluchtunfälle","Verletzte und Getötete",2017,"201710",59,44,0,34.09,45
"Fluchtunfälle","Verletzte und Getötete",2017,"201711",48,32,-18.64,50,46
"Fluchtunfälle","Verletzte und Getötete",2017,"201712",33,35,-31.25,-5.71,46
"Fluchtunfälle","Verletzte und Getötete",2016,"201601",31,19,-18.42,63.16,43
"Fluchtunfälle","Verletzte und Getötete",2016,"201602",24,18,-22.58,33.33,44
"Fluchtunfälle","Verletzte und Getötete",2016,"201603",41,49,70.83,-16.33,43
"Fluchtunfälle","Verletzte und Getötete",2016,"201604",42,45,2.44,-6.67,43
"Fluchtunfälle","Verletzte und Getötete",2016,"201605",44,41,4.76,7.32,43
"Fluchtunfälle","Verletzte und Getötete",2016,"201606",54,54,22.73,0,43
"Fluchtunfälle","Verletzte und Getötete",2016,"201607",61,65,12.96,-6.15,43
"Fluchtunfälle","Verletzte und Getötete",2016,"201608",70,36,14.75,94.44,46
"Fluchtunfälle","Verletzte und Getötete",2016,"201609",70,49,0,42.86,48
"Fluchtunfälle","Verletzte und Getötete",2016,"201610",44,52,-37.14,-15.38,47
"Fluchtunfälle","Verletzte und Getötete",2016,"201611",32,43,-27.27,-25.58,46
"Fluchtunfälle","Verletzte und Getötete",2016,"201612",35,38,9.38,-7.89,46
"Fluchtunfälle","Verletzte und Getötete",2015,"201501",19,29,-45.71,-34.48,46
"Fluchtunfälle","Verletzte und Getötete",2015,"201502",18,22,-5.26,-18.18,45
"Fluchtunfälle","Verletzte und Getötete",2015,"201503",49,46,172.22,6.52,46
"Fluchtunfälle","Verletzte und Getötete",2015,"201504",45,55,-8.16,-18.18,45
"Fluchtunfälle","Verletzte und Getötete",2015,"201505",41,50,-8.89,-18,44
"Fluchtunfälle","Verletzte und Getötete",2015,"201506",54,58,31.71,-6.9,44
"Fluchtunfälle","Verletzte und Getötete",2015,"201507",65,62,20.37,4.84,44
"Fluchtunfälle","Verletzte und Getötete",2015,"201508",36,43,-44.62,-16.28,43
"Fluchtunfälle","Verletzte und Getötete",2015,"201509",49,60,36.11,-18.33,42
"Fluchtunfälle","Verletzte und Getötete",2015,"201510",52,55,6.12,-5.45,42
"Fluchtunfälle","Verletzte und Getötete",2015,"201511",43,42,-17.31,2.38,42
"Fluchtunfälle","Verletzte und Getötete",2015,"201512",38,35,-11.63,8.57,42
"Fluchtunfälle","Verletzte und Getötete",2014,"201401",29,29,7.41,0,43
"Fluchtunfälle","Verletzte und Getötete",2014,"201402",22,22,-24.14,0,43
"Fluchtunfälle","Verletzte und Getötete",2014,"201403",46,33,109.09,39.39,45
"Fluchtunfälle","Verletzte und Getötete",2014,"201404",55,50,19.57,10,45
"Fluchtunfälle","Verletzte und Getötete",2014,"201405",50,43,-9.09,16.28,46
"Fluchtunfälle","Verletzte und Getötete",2014,"201406",58,54,16,7.41,46
"Fluchtunfälle","Verletzte und Getötete",2014,"201407",62,68,6.9,-8.82,45
"Fluchtunfälle","Verletzte und Getötete",2014,"201408",43,36,-30.65,19.44,46
"Fluchtunfälle","Verletzte und Getötete",2014,"201409",60,53,39.53,13.21,47
"Fluchtunfälle","Verletzte und Getötete",2014,"201410",55,53,-8.33,3.77,47
"Fluchtunfälle","Verletzte und Getötete",2014,"201411",42,53,-23.64,-20.75,46
"Fluchtunfälle","Verletzte und Getötete",2014,"201412",35,27,-16.67,29.63,46
"Fluchtunfälle","Verletzte und Getötete",2013,"201301",29,32,26.09,-9.38,48
"Fluchtunfälle","Verletzte und Getötete",2013,"201302",22,20,-24.14,10,48
"Fluchtunfälle","Verletzte und Getötete",2013,"201303",33,44,50,-25,47
"Fluchtunfälle","Verletzte und Getötete",2013,"201304",50,37,51.52,35.14,48
"Fluchtunfälle","Verletzte und Getötete",2013,"201305",43,64,-14,-32.81,47
"Fluchtunfälle","Verletzte und Getötete",2013,"201306",54,61,25.58,-11.48,46
"Fluchtunfälle","Verletzte und Getötete",2013,"201307",68,64,25.93,6.25,46
"Fluchtunfälle","Verletzte und Getötete",2013,"201308",36,64,-47.06,-43.75,44
"Fluchtunfälle","Verletzte und Getötete",2013,"201309",53,61,47.22,-13.11,43
"Fluchtunfälle","Verletzte und Getötete",2013,"201310",53,61,0,-13.11,43
"Fluchtunfälle","Verletzte und Getötete",2013,"201311",53,49,0,8.16,43
"Fluchtunfälle","Verletzte und Getötete",2013,"201312",27,23,-49.06,17.39,43
"Fluchtunfälle","Verletzte und Getötete",2012,"201201",32,26,6.67,23.08,42
"Fluchtunfälle","Verletzte und Getötete",2012,"201202",20,26,-37.5,-23.08,42
"Fluchtunfälle","Verletzte und Getötete",2012,"201203",44,32,120,37.5,43
"Fluchtunfälle","Verletzte und Getötete",2012,"201204",37,55,-15.91,-32.73,41
"Fluchtunfälle","Verletzte und Getötete",2012,"201205",64,68,72.97,-5.88,41
"Fluchtunfälle","Verletzte und Getötete",2012,"201206",61,49,-4.69,24.49,42
"Fluchtunfälle","Verletzte und Getötete",2012,"201207",64,56,4.92,14.29,42
"Fluchtunfälle","Verletzte und Getötete",2012,"201208",64,35,0,82.86,45
"Fluchtunfälle","Verletzte und Getötete",2012,"201209",61,52,-4.69,17.31,46
"Fluchtunfälle","Verletzte und Getötete",2012,"201210",61,36,0,69.44,48
"Fluchtunfälle","Verletzte und Getötete",2012,"201211",49,33,-19.67,48.48,49
"Fluchtunfälle","Verletzte und Getötete",2012,"201212",23,30,-53.06,-23.33,48
"Fluchtunfälle","Verletzte und Getötete",2011,"201101",26,17,13.04,52.94,39
"Fluchtunfälle","Verletzte und Getötete",2011,"201102",26,21,0,23.81,39
"Fluchtunfälle","Verletzte und Getötete",2011,"201103",32,29,23.08,10.34,39
"Fluchtunfälle","Verletzte und Getötete",2011,"201104",55,41,71.88,34.15,41
"Fluchtunfälle","Verletzte und Getötete",2011,"201105",68,31,23.64,119.35,44
"Fluchtunfälle","Verletzte und Getötete",2011,"201106",49,57,-27.94,-14.04,43
"Fluchtunfälle","Verletzte und Getötete",2011,"201107",56,65,14.29,-13.85,42
"Fluchtunfälle","Verletzte und Getötete",2011,"201108",35,48,-37.5,-27.08,41
"Fluchtunfälle","Verletzte und Getötete",2011,"201109",52,42,48.57,23.81,42
"Fluchtunfälle","Verletzte und Getötete",2011,"201110",36,49,-30.77,-26.53,41
"Fluchtunfälle","Verletzte und Getötete",2011,"201111",33,33,-8.33,0,41
"Fluchtunfälle","Verletzte und Getötete",2011,"201112",30,23,-9.09,30.43,42
"Fluchtunfälle","Verletzte und Getötete",2010,"201001",17,22,-54.05,-22.73,38
"Fluchtunfälle","Verletzte und Getötete",2010,"201002",21,35,23.53,-40,37
"Fluchtunfälle","Verletzte und Getötete",2010,"201003",29,20,38.1,45,37
"Fluchtunfälle","Verletzte und Getötete",2010,"201004",41,43,41.38,-4.65,37
"Fluchtunfälle","Verletzte und Getötete",2010,"201005",31,49,-24.39,-36.73,36
"Fluchtunfälle","Verletzte und Getötete",2010,"201006",57,34,83.87,67.65,38
"Fluchtunfälle","Verletzte und Getötete",2010,"201007",65,61,14.04,6.56,38
"Fluchtunfälle","Verletzte und Getötete",2010,"201008",48,40,-26.15,20,39
"Fluchtunfälle","Verletzte und Getötete",2010,"201009",42,37,-12.5,13.51,39
"Fluchtunfälle","Verletzte und Getötete",2010,"201010",49,47,16.67,4.26,39
"Fluchtunfälle","Verletzte und Getötete",2010,"201011",33,34,-32.65,-2.94,39
"Fluchtunfälle","Verletzte und Getötete",2010,"201012",23,37,-30.3,-37.84,38
"Fluchtunfälle","Verletzte und Getötete",2009,"200901",22,27,-18.52,-18.52,40
"Fluchtunfälle","Verletzte und Getötete",2009,"200902",35,29,59.09,20.69,41
"Fluchtunfälle","Verletzte und Getötete",2009,"200903",20,25,-42.86,-20,40
"Fluchtunfälle","Verletzte und Getötete",2009,"200904",43,41,115,4.88,41
"Fluchtunfälle","Verletzte und Getötete",2009,"200905",49,57,13.95,-14.04,40
"Fluchtunfälle","Verletzte und Getötete",2009,"200906",34,59,-30.61,-42.37,38
"Fluchtunfälle","Verletzte und Getötete",2009,"200907",61,48,79.41,27.08,39
"Fluchtunfälle","Verletzte und Getötete",2009,"200908",40,55,-34.43,-27.27,38
"Fluchtunfälle","Verletzte und Getötete",2009,"200909",37,48,-7.5,-22.92,37
"Fluchtunfälle","Verletzte und Getötete",2009,"200910",47,46,27.03,2.17,37
"Fluchtunfälle","Verletzte und Getötete",2009,"200911",34,27,-27.66,25.93,37
